Date,Portfolio Value,Weekly Return (%),Cumulative Return (%),Total Investment,Scenario
2020-06-29,5349.975580690825,8.509503959847901,6.999511613816503,5000.0,Max Min Vol
2020-07-06,5647.449621785809,5.560287829511394,8.604800418957858,5200.0,Max Min Vol
2020-07-13,5926.048680743482,4.933183607038108,9.741642235990405,5400.0,Max Min Vol
2020-07-20,6107.892532918409,3.0685514407909573,9.069509516400167,5600.0,Max Min Vol
2020-07-27,6414.1386965518695,5.0139415843181645,10.588598216411544,5800.0,Max Min Vol
2020-08-03,6779.99465890204,5.703898522600523,12.999910981700669,6000.0,Max Min Vol
2020-08-10,7027.110663286726,3.644781696991838,13.34049456914074,6200.0,Max Min Vol
2020-08-17,7278.074136506218,3.5713607661062645,13.71990838290965,6400.0,Max Min Vol
2020-08-24,7708.814715944942,5.918331846582395,16.800222968862755,6600.0,Max Min Vol
2020-08-31,7725.293846797428,0.21376996931059816,13.607262452903354,6800.0,Max Min Vol
2020-09-07,7732.437896836924,0.09247609451719704,10.463398526241768,7000.0,Max Min Vol
2020-09-14,7931.066663073269,2.5687728616300674,10.153703653795407,7200.0,Max Min Vol
2020-09-21,8031.162156319799,1.2620684896341863,8.529218328645928,7400.0,Max Min Vol
2020-09-28,8429.772475504855,4.963295615583927,10.918058888221774,7600.0,Max Min Vol
2020-10-05,8972.622701347556,6.439678264391004,15.033624376250723,7800.0,Max Min Vol
2020-10-12,9184.259263405032,2.358692314407597,14.803240792562905,8000.0,Max Min Vol
2020-10-19,9347.535708989679,1.777785675489655,13.994337914508279,8200.0,Max Min Vol
2020-10-26,9026.874055779635,-3.4304405267118456,7.462786378328993,8400.0,Max Min Vol
2020-11-02,9890.14712362305,9.56336670378919,15.001710739802906,8600.0,Max Min Vol
2020-11-09,10314.14628782236,4.287086520549009,17.206207816163175,8800.0,Max Min Vol
2020-11-16,10509.082890274502,1.88999260832958,16.767587669716683,9000.0,Max Min Vol
2020-11-23,10992.986476032911,4.60462240911842,19.488983435140337,9200.0,Max Min Vol
2020-11-30,11387.517116674471,3.5889304649079885,21.143799113558202,9400.0,Max Min Vol
2020-12-07,11508.432207310734,1.0618213733282544,19.879502159486815,9600.0,Max Min Vol
2020-12-14,11907.523679811657,3.4678179035316345,21.505343671547518,9800.0,Max Min Vol
2020-12-21,12067.51558540594,1.343620301721822,20.675155854059394,10000.0,Max Min Vol
2020-12-28,12430.907686059816,3.0113248918721207,21.87164398097859,10200.0,Max Min Vol
2021-01-04,12925.329551099718,3.9773593170058916,24.282014914420362,10400.0,Max Min Vol
2021-01-11,12983.262555052796,0.4482129737895055,22.48360900993203,10600.0,Max Min Vol
2021-01-18,13435.603271891136,3.4840296490984786,24.403733998991996,10800.0,Max Min Vol
2021-01-25,13174.126621229349,-1.946147451442147,19.76478746572135,11000.0,Max Min Vol
2021-02-01,14061.39063684079,6.734898191897337,25.54813068607848,11200.0,Max Min Vol
2021-02-08,14494.245035954764,3.078318569572324,27.142500315392663,11400.0,Max Min Vol
2021-02-15,14588.064846457586,0.6472900814777912,25.759179710841256,11600.0,Max Min Vol
2021-02-22,14370.897456228997,-1.4886648264476556,21.787266578211835,11800.0,Max Min Vol
2021-03-01,14619.020110935922,1.7265633928754944,21.825167591132686,12000.0,Max Min Vol
2021-03-08,15303.287520745947,4.680665356620936,25.436782956933996,12200.0,Max Min Vol
2021-03-15,15345.384963865374,0.27508757881178664,23.7531045473014,12400.0,Max Min Vol
2021-03-22,15635.844928360173,1.8928164081824046,24.09400736793788,12600.0,Max Min Vol
2021-03-29,16101.458043118015,2.977857077063461,25.79264096185949,12800.0,Max Min Vol
2021-04-05,16675.375942548242,3.5643846531993284,28.27212263498648,13000.0,Max Min Vol
2021-04-12,17109.76772078179,2.6049894151122026,29.619452430165076,13200.0,Max Min Vol
2021-04-19,17314.497079064222,1.1965642177232125,29.212664769135984,13400.0,Max Min Vol
2021-04-26,17505.724622961356,1.1044360285136783,28.718563404127618,13600.0,Max Min Vol
2021-05-03,17838.772396194243,1.9025077819174971,29.26646663908872,13800.0,Max Min Vol
2021-05-10,17776.997280424588,-0.3462968997958291,26.978552003032775,14000.0,Max Min Vol
2021-05-17,17929.988192478206,0.8606116637149173,26.267522482240885,14200.0,Max Min Vol
2021-05-24,18390.218247102282,2.5668173881851604,27.709848938210296,14400.0,Max Min Vol
2021-05-31,18699.842099224425,1.6836333748835692,28.081110268660442,14600.0,Max Min Vol
2021-06-07,19038.77658018485,1.8124991599500384,28.640382298546292,14800.0,Max Min Vol
2021-06-14,18870.956360764852,-0.8814653542111637,25.80637573843235,15000.0,Max Min Vol
2021-06-21,19575.9218504145,3.735716813565214,28.788959542200654,15200.0,Max Min Vol
2021-06-28,20075.914065117067,2.5541183629724253,30.363078344916023,15400.0,Max Min Vol
2021-07-05,20330.275508420047,1.2669980678237003,30.32227890012851,15600.0,Max Min Vol
2021-07-12,20216.155837812385,-0.5613286969987121,27.950353403875848,15800.0,Max Min Vol
2021-07-19,20877.042978029014,3.269103906394031,30.48151861268134,16000.0,Max Min Vol
2021-07-26,21006.37060598481,0.6194729210065731,29.668954357930915,16200.0,Max Min Vol
2021-08-02,21408.379370797626,1.913746893041501,30.538898602424545,16400.0,Max Min Vol
2021-08-09,21728.10860317305,1.4934770485782474,30.892220501042463,16600.0,Max Min Vol
2021-08-16,21735.517211553284,0.0340968858152426,29.37807864019812,16800.0,Max Min Vol
2021-08-23,22375.733048765833,2.945482414709914,31.621959110387255,17000.0,Max Min Vol
2021-08-30,22725.721071498243,1.5641410360484898,32.126285299408394,17200.0,Max Min Vol
2021-09-06,22517.35939294207,-0.9168539818852708,29.410111453690064,17400.0,Max Min Vol
2021-09-13,22615.573953775885,0.4361726396062184,28.497579282817533,17600.0,Max Min Vol
2021-09-20,22874.82191320628,1.1463249173347247,28.51023546745101,17800.0,Max Min Vol
2021-09-27,22695.359309358824,-0.7845420809324306,26.085329496437915,18000.0,Max Min Vol
2021-10-04,23023.39515358131,1.4453873135518713,26.50217117352368,18200.0,Max Min Vol
2021-10-11,23664.760800844117,2.785712719537984,28.612830439370203,18400.0,Max Min Vol
2021-10-18,24237.072368715577,2.418412646076888,30.306840692019232,18600.0,Max Min Vol
2021-10-25,24700.789673778672,1.9132562630033096,31.387179115844,18800.0,Max Min Vol
2021-11-01,25469.015802698075,3.1101278099417193,34.04745159314776,19000.0,Max Min Vol
2021-11-08,25604.911957223765,0.5335744246202617,33.358916443873774,19200.0,Max Min Vol
2021-11-15,25776.313972213356,0.6694106789976083,32.86759779491421,19400.0,Max Min Vol
2021-11-22,25390.297297818255,-1.4975635182409086,29.542333152133953,19600.0,Max Min Vol
2021-11-29,25073.862376829427,-1.2462828507959949,26.635668569845595,19800.0,Max Min Vol
2021-12-06,26178.38292172163,4.405067429551187,30.89191460860815,20000.0,Max Min Vol
2021-12-13,25931.384053404985,-0.943522252903163,28.373188383192993,20200.0,Max Min Vol
2021-12-20,26707.417934196674,2.9926435056203244,30.918715363709186,20400.0,Max Min Vol
2021-12-27,26992.869660693406,1.0688106472892496,31.033347867443723,20600.0,Max Min Vol
2022-01-03,26691.529426103538,-1.1163697612657886,28.324660702420857,20800.0,Max Min Vol
2022-01-10,26768.3073059438,0.28764885898660764,27.468130028303804,21000.0,Max Min Vol
2022-01-17,25361.20558142281,-5.2565958259473,19.628328214258545,21200.0,Max Min Vol
2022-01-24,25696.673943305756,1.322761888451691,20.077915622924092,21400.0,Max Min Vol
2022-01-31,26357.174889232312,2.5703752453870545,22.023957820519964,21600.0,Max Min Vol
2022-02-07,26192.251681259208,-0.625724147850461,20.147943492014715,21800.0,Max Min Vol
2022-02-14,25972.828623235797,-0.8377403389889151,18.058311923799074,22000.0,Max Min Vol
2022-02-21,26414.361240587747,1.6999789424435123,18.983609191836695,22200.0,Max Min Vol
2022-02-28,26202.775951070944,-0.8010236840090051,16.976678352995286,22400.0,Max Min Vol
2022-03-07,25685.071751617674,-1.9757608904491315,13.650759962910062,22600.0,Max Min Vol
2022-03-14,27483.188646608363,7.000630219681758,20.540301081615628,22800.0,Max Min Vol
2022-03-21,28038.360668512443,2.020042248527783,21.9059159500541,23000.0,Max Min Vol
2022-03-28,28386.221104270535,1.2406589667303367,22.354401311510927,23200.0,Max Min Vol
2022-04-04,28103.140963922804,-0.9972448932455582,20.09889300821711,23400.0,Max Min Vol
2022-04-11,27800.338711923512,-1.0774676481465615,17.798045389506406,23600.0,Max Min Vol
2022-04-18,27187.757457757536,-2.20350284402557,14.23427503259469,23800.0,Max Min Vol
2022-04-25,26456.20415623426,-2.69074528364435,10.234183984309416,24000.0,Max Min Vol
2022-05-02,26537.27274564655,0.3064256267964555,9.658151841514673,24200.0,Max Min Vol
2022-05-09,26086.564196606792,-1.698398148746078,6.912148346749149,24400.0,Max Min Vol
2022-05-16,25562.00595599339,-2.0108368302546857,3.9105933170463034,24600.0,Max Min Vol
2022-05-23,27430.63247994774,7.310171694550532,10.607389032047342,24800.0,Max Min Vol
2022-05-30,27336.64010548384,-0.3426547839631909,9.346560421935356,25000.0,Max Min Vol
2022-06-06,26154.138611378996,-4.325701657343137,3.786264330869031,25200.0,Max Min Vol
2022-06-13,24785.6667924655,-5.232333739785671,-2.4186346753326724,25400.0,Max Min Vol
2022-06-20,26534.51678206127,7.055892440736734,3.6504561799268345,25600.0,Max Min Vol
2022-06-27,26215.477223624497,-1.2023567681943241,1.6103768357538648,25800.0,Max Min Vol
2022-07-04,26968.36958103207,2.871938401064442,3.72449838858489,26000.0,Max Min Vol
2022-07-11,26874.616308413053,-0.3476416041293012,2.574871406156691,26200.0,Max Min Vol
2022-07-18,27827.06662536408,3.5440517774122235,5.405555399106368,26400.0,Max Min Vol
2022-07-25,29201.17517962445,4.938028764440026,9.778854058738533,26600.0,Max Min Vol
2022-08-01,29603.63596421514,1.3782348899146815,10.461328224683358,26800.0,Max Min Vol
2022-08-08,30838.50964067544,4.171358133011137,14.216702372871994,27000.0,Max Min Vol
2022-08-15,30586.56261409773,-0.8169883354070894,12.450597845947534,27200.0,Max Min Vol
2022-08-22,29628.325627639126,-3.1328691574415104,8.132575283354473,27400.0,Max Min Vol
2022-08-29,28801.791628310875,-2.7896750215179513,4.354317493879982,27600.0,Max Min Vol
2022-09-05,30135.06240871906,4.629124457305074,8.399505067334745,27800.0,Max Min Vol
2022-09-12,28887.637130533796,-4.139448132764914,3.170132609049272,28000.0,Max Min Vol
2022-09-19,27548.489262609168,-4.6357127163895635,-2.3103217637972775,28200.0,Max Min Vol
2022-09-26,27146.25431741248,-1.4600980161283483,-4.414597473899717,28400.0,Max Min Vol
2022-10-03,27789.434914797836,2.3693161858164666,-2.8341436545530225,28600.0,Max Min Vol
2022-10-10,27535.427588130646,-0.9140427916075803,-4.390876430101924,28800.0,Max Min Vol
2022-10-17,28973.920882798473,5.224154555304239,-0.089927990350093,29000.0,Max Min Vol
2022-10-24,30379.29953239048,4.850495227335165,4.03869702873452,29200.0,Max Min Vol
2022-10-31,29591.49148405775,-2.593239674577637,0.6513315784277252,29400.0,Max Min Vol
2022-11-07,31548.75029644347,6.614262121394532,6.583615866363079,29600.0,Max Min Vol
2022-11-14,31474.497930150337,-0.23535755171102596,5.619120570974285,29800.0,Max Min Vol
2022-11-21,32169.408114782404,2.207851531656655,7.231360382608012,30000.0,Max Min Vol
2022-11-28,32760.477620336118,1.8373651869650274,8.478402716344762,30200.0,Max Min Vol
2022-12-05,31789.711266553764,-2.9632240562321623,4.571418639979488,30400.0,Max Min Vol
2022-12-12,31341.6335245435,-1.4095055417558655,2.423638969096406,30600.0,Max Min Vol
2022-12-19,31335.067105934955,-0.020951105191766503,1.7372308634251792,30800.0,Max Min Vol
2022-12-26,31648.30325625358,0.9996345284969819,2.0913008266244546,31000.0,Max Min Vol
2023-01-02,32320.071694840055,2.122604909170716,3.5899733808976118,31200.0,Max Min Vol
2023-01-09,33519.45598743735,3.7109580199006182,6.749859832603031,31400.0,Max Min Vol
2023-01-16,33504.97341799142,-0.04320645732244745,6.028396892377922,31600.0,Max Min Vol
2023-01-23,34578.166264558095,3.2030852052262513,8.736371901126084,31800.0,Max Min Vol
2023-01-30,35439.41320054643,2.490724723222506,10.748166251707584,32000.0,Max Min Vol
2023-02-06,35156.86255825911,-0.7972779929746648,9.182802975959975,32200.0,Max Min Vol
2023-02-13,35368.869670568674,0.6030319456357665,9.163177995582327,32400.0,Max Min Vol
2023-02-20,34603.07107709972,-2.165176893131524,6.144389807054348,32600.0,Max Min Vol
2023-02-27,35512.55146657294,2.6283227504483504,8.269973983454094,32800.0,Max Min Vol
2023-03-06,33913.978692786506,-4.501430361293899,2.769632402383352,33000.0,Max Min Vol
2023-03-13,34452.66769567302,1.5883981285896587,3.773095468894646,33200.0,Max Min Vol
2023-03-20,34959.78837195198,1.471934425393274,4.670025065724495,33400.0,Max Min Vol
2023-03-27,36578.42159409469,4.62998575655374,8.864349982424669,33600.0,Max Min Vol
2023-04-03,36617.12775967102,0.10581693766299818,8.334697513819588,33800.0,Max Min Vol
2023-04-10,37155.90897562678,1.4713912557313003,9.282085222431702,34000.0,Max Min Vol
2023-04-17,37341.41184006787,0.49925535279671623,9.185414737040558,34200.0,Max Min Vol
2023-04-24,37778.211815655064,1.1697468147642471,9.820383185043791,34400.0,Max Min Vol
2023-05-01,37683.38565100733,-0.25100755194674856,8.91151922256454,34600.0,Max Min Vol
2023-05-08,37796.85785060218,0.30111997007311386,8.61166049023615,34800.0,Max Min Vol
2023-05-15,38639.085332929026,2.228300261508185,10.397386665511501,35000.0,Max Min Vol
2023-05-22,38963.7303137358,0.8401984105201066,10.692415664022167,35200.0,Max Min Vol
2023-05-29,39977.18995748185,2.6010334112921853,12.929915134129526,35400.0,Max Min Vol
2023-06-05,40406.477223549686,1.073830518163998,13.501340515589005,35600.0,Max Min Vol
2023-06-12,41613.18777563844,2.9864285010856175,16.237954680554306,35800.0,Max Min Vol
2023-06-19,40993.30787489437,-1.4896236839297468,13.870299652484372,36000.0,Max Min Vol
2023-06-26,42372.0551005918,3.3633470855905685,17.049875968485644,36200.0,Max Min Vol
2023-07-03,42141.177075229854,-0.5448827648643441,15.772464492389709,36400.0,Max Min Vol
2023-07-10,43483.416283776525,3.185101370449439,18.807148316329304,36600.0,Max Min Vol
2023-07-17,43988.259908583175,1.1610026717128135,19.533314968976022,36800.0,Max Min Vol
2023-07-24,44605.676152691405,1.4035932437230985,20.555881493760555,37000.0,Max Min Vol
2023-07-31,43873.03936196081,-1.642474352866394,17.938277854733354,37200.0,Max Min Vol
2023-08-07,43856.529920117646,-0.03763003904734243,17.263448984271783,37400.0,Max Min Vol
2023-08-14,43109.40014792545,-1.7035770352854,14.652659967886839,37600.0,Max Min Vol
2023-08-21,43623.271553572646,1.1920170632945433,15.405480300456734,37800.0,Max Min Vol
2023-08-28,45038.62967163526,3.2445024585660605,18.52270966219805,38000.0,Max Min Vol
2023-09-04,44585.14199264262,-1.006886049373395,16.7150313943524,38200.0,Max Min Vol
2023-09-11,44706.60789681086,0.2724358356608808,16.423458064611623,38400.0,Max Min Vol
2023-09-18,43411.87537588814,-2.8960652168268837,12.465998383129904,38600.0,Max Min Vol
2023-09-25,43520.12192898226,0.24934779287199693,12.165262703562531,38800.0,Max Min Vol
2023-10-02,43832.80964170148,0.7184899739699155,12.391819594106366,39000.0,Max Min Vol
2023-10-09,44150.13098084562,0.7239356585580284,12.627885155218422,39200.0,Max Min Vol
2023-10-16,43303.90939349061,-1.9166910008084435,9.908399475864497,39400.0,Max Min Vol
2023-10-23,42392.59521405945,-2.1044616807002354,7.052008116311749,39600.0,Max Min Vol
2023-10-30,45157.6073017813,6.5223940024432325,13.461324878847494,39800.0,Max Min Vol
2023-11-06,45787.35784489074,1.394561361280535,14.468394612226856,40000.0,Max Min Vol
2023-11-13,47176.99306330277,3.0349757745785513,17.355704137569077,40200.0,Max Min Vol
2023-11-20,47856.9924604383,1.4413792676932502,18.457902129797766,40400.0,Max Min Vol
2023-11-27,48649.41477484838,1.6558130247427294,19.826144765636407,40600.0,Max Min Vol
2023-12-04,48994.40491273909,0.7091352269854392,20.084325766517377,40800.0,Max Min Vol
2023-12-11,50577.422067095526,3.2310161888400315,23.35956601730616,41000.0,Max Min Vol
2023-12-18,51061.14476450249,0.956400460199932,23.934817389569147,41200.0,Max Min Vol
2023-12-25,51608.110254934545,1.071197077454292,24.657271147184893,41400.0,Max Min Vol
2024-01-01,50916.13757203728,-1.3408215869154017,22.394561471243467,41600.0,Max Min Vol
2024-01-08,51987.600499206375,2.1043680417690056,24.372249998101374,41800.0,Max Min Vol
2024-01-15,52720.39134730407,1.4095492791764408,25.52474130310492,42000.0,Max Min Vol
2024-01-22,53488.22423077902,1.4564248554543775,26.749346518433704,42200.0,Max Min Vol
2024-01-29,54364.226843956785,1.6377485433021353,28.21751614140751,42400.0,Max Min Vol
2024-02-05,55389.06696459112,1.8851369367874238,30.021283954439244,42600.0,Max Min Vol
2024-02-12,55491.153636451905,0.18430834360515272,29.652228122551183,42800.0,Max Min Vol
2024-02-19,56481.77997797115,1.7851968766216209,31.352976692956165,43000.0,Max Min Vol
2024-02-26,57331.76707361235,1.5048872326132554,32.71242378151006,43200.0,Max Min Vol
2024-03-04,57426.05766511967,0.16446482695405884,32.31810521916974,43400.0,Max Min Vol
2024-03-11,57463.55210728432,0.0652916875877142,31.797137860743852,43600.0,Max Min Vol
2024-03-18,58748.45073244584,2.2360236672501865,34.12888295078959,43800.0,Max Min Vol
2024-03-25,59474.19703787826,1.2353454370016261,35.16862963154149,44000.0,Max Min Vol
2024-04-01,59051.76771229014,-0.7102732724900533,33.60128441694601,44200.0,Max Min Vol
2024-04-08,58291.98947794875,-1.2866308050982476,31.288264589974663,44400.0,Max Min Vol
2024-04-15,56701.75559705054,-2.7280487338655313,27.13398115930615,44600.0,Max Min Vol
2024-04-22,58416.23422114562,3.0236782019219524,30.39337995791433,44800.0,Max Min Vol
2024-04-29,59022.25822440837,1.0374239478849843,31.160573832018596,45000.0,Max Min Vol
2024-05-06,60274.51959196016,2.1216764746455037,33.35070706185876,45200.0,Max Min Vol
2024-05-13,61467.227586873174,1.9787930339176103,35.39036913408189,45400.0,Max Min Vol
2024-05-20,61566.46418552044,0.16144635530699913,35.01417584543956,45600.0,Max Min Vol
2024-05-27,61430.26439105125,-0.22122399957674116,34.127214827622815,45800.0,Max Min Vol
2024-06-03,62222.29497551341,1.2893165808635838,35.265858642420454,46000.0,Max Min Vol
2024-06-10,63307.30461677191,1.7437634559854878,37.02879787180067,46200.0,Max Min Vol
2024-06-17,63891.86519908092,0.9233698794280188,37.69798534284682,46400.0,Max Min Vol
2024-06-24,63901.36259111127,0.014864790690884587,37.127387534573536,46600.0,Max Min Vol
2024-07-01,65433.10447263984,2.397041032332599,39.814325796238975,46800.0,Max Min Vol
2024-07-08,66479.51484517996,1.5992063665230303,41.445776266340346,47000.0,Max Min Vol
2024-07-15,65574.89819800515,-1.3607449592276968,38.92986906357023,47200.0,Max Min Vol
2024-07-22,65443.47117485508,-0.20042276352944657,38.066394883660514,47400.0,Max Min Vol
2024-07-29,63995.79546702521,-2.2121010420763056,34.44494846013699,47600.0,Max Min Vol
2024-08-05,64200.662063461554,0.32012508781441257,34.31100850096559,47800.0,Max Min Vol
2024-08-12,66903.54292858302,4.2100513892671385,39.38238110121462,48000.0,Max Min Vol
2024-08-19,68186.06270284415,1.9169683967711177,41.464860379344714,48200.0,Max Min Vol
2024-08-26,68580.12032549553,0.5779152029479825,41.69446348242879,48400.0,Max Min Vol
2024-09-02,65838.65064330546,-3.9974699215727334,35.47047457470259,48600.0,Max Min Vol
2024-09-09,68702.44414928718,4.349714761769526,40.78369702722784,48800.0,Max Min Vol
2024-09-16,69953.22355963595,1.820574836654841,42.761680733950925,49000.0,Max Min Vol
2024-09-23,70299.85413010465,0.4955176514105742,42.88588237826148,49200.0,Max Min Vol
2024-09-30,70891.75239476051,0.841962294203948,43.50557164931277,49400.0,Max Min Vol
2024-10-07,71934.17017827512,1.4704359086934553,45.02856890781274,49600.0,Max Min Vol
2024-10-14,72833.13121268188,1.2496995964210873,46.25126749534515,49800.0,Max Min Vol
2024-10-21,72188.54715534569,-0.8850148917172415,44.377094310691376,50000.0,Max Min Vol
2024-10-28,71551.7329807692,-0.8821540253554343,42.53333263101434,50200.0,Max Min Vol
2024-11-04,75422.74071386924,5.410082428248716,49.64829506720086,50400.0,Max Min Vol
2024-11-11,73995.88351903432,-1.89181297487978,46.23692395066072,50600.0,Max Min Vol
2024-11-18,75776.17710550583,2.4059359815787014,49.16570296359416,50800.0,Max Min Vol
2024-11-25,76832.29935839858,1.3937391581819578,50.65156736940898,51000.0,Max Min Vol
2024-12-02,77695.92935948519,1.1240454968789202,51.74986203024452,51200.0,Max Min Vol
2024-12-09,77248.56572115599,-0.5757877433440967,50.28903836800775,51400.0,Max Min Vol
2024-12-16,75735.83097939171,-1.9582690340488522,46.77486623913123,51600.0,Max Min Vol
2024-12-23,76139.83319110003,0.5334360321711471,46.98809496351357,51800.0,Max Min Vol
2024-12-30,76322.56826073233,0.23999930387772014,46.77416973217755,52000.0,Max Min Vol
2025-01-06,75022.47018463274,-1.7034254817765135,43.72120725025429,52200.0,Max Min Vol
2020-01-13,200.0,0.0,0.0,200.0,Max High Vol
2020-01-20,397.4865159988088,98.74325799940439,-0.628371000297804,400.0,Max High Vol
2020-01-27,632.0498541297451,59.011646606809485,5.341642354957514,600.0,Max High Vol
2020-02-03,884.2885586087963,39.908039347046895,10.536069826099535,800.0,Max High Vol
2020-02-10,1068.359118071929,20.815666749406,6.835911807192906,1000.0,Max High Vol
2020-02-17,1267.2925295999419,18.620462741688257,5.607710799995156,1200.0,Max High Vol
2020-02-24,1293.3666214014893,2.0574643338092167,-7.616669899893623,1400.0,Max High Vol
2020-03-02,1424.7384622776808,10.157355130584495,-10.95384610764495,1600.0,Max High Vol
2020-03-09,1147.5244678131962,-19.457184725771494,-36.248640677044655,1800.0,Max High Vol
2020-03-16,1440.7213236454506,25.550379452125416,-27.963933817727465,2000.0,Max High Vol
2020-03-23,1663.403188388037,15.456276039500514,-24.390764164180133,2200.0,Max High Vol
2020-03-30,2107.515083431317,26.698992652145748,-12.186871523695118,2400.0,Max High Vol
2020-04-06,2363.363449050062,12.139811839552273,-9.10140580576684,2600.0,Max High Vol
2020-04-13,2637.383454154074,11.594492807026885,-5.807733780211639,2800.0,Max High Vol
2020-04-20,3017.2983514908174,14.404992824928403,0.5766117163605788,3000.0,Max High Vol
2020-04-27,3695.6747475414672,22.48290745644927,15.48983586067085,3200.0,Max High Vol
2020-05-04,3837.092817412092,3.8265832231232566,12.85567110035564,3400.0,Max High Vol
2020-05-11,4437.745443187424,15.653846658326062,23.27070675520622,3600.0,Max High Vol
2020-05-18,4233.757422680425,-4.596658891738583,11.414669017905933,3800.0,Max High Vol
2020-05-25,4756.7860526551085,12.353769424124199,18.91965131637771,4000.0,Max High Vol
2020-06-01,5106.509476476139,7.3520948798154215,21.583558963717593,4200.0,Max High Vol
2020-06-08,5111.819511837606,0.10398561651415127,16.17771617812741,4400.0,Max High Vol
2020-06-15,5266.5335501847,3.0265943073462953,14.489859786623919,4600.0,Max High Vol
2020-06-22,5375.934784917173,2.077291138278909,11.998641352441098,4800.0,Max High Vol
2020-06-29,5534.990414629353,2.9586599554449546,10.699808292587058,5000.0,Max High Vol
2020-07-06,5858.548006494451,5.845675739743177,12.664384740277908,5200.0,Max High Vol
2020-07-13,6001.27764955514,2.436263096290523,11.134771288058145,5400.0,Max High Vol
2020-07-20,6671.243092264238,11.163713492888654,19.129340933289964,5600.0,Max High Vol
2020-07-27,7644.735441628306,14.592368107420626,31.8057834763501,5800.0,Max High Vol
2020-08-03,8275.000233369303,8.24442907872234,37.91667055615505,6000.0,Max High Vol
2020-08-10,8628.841318768984,4.276025080613308,39.1748599801449,6200.0,Max High Vol
2020-08-17,8663.447466204003,0.40105207821756567,35.366366659437546,6400.0,Max High Vol
2020-08-24,8898.100374116122,2.7085396296046946,34.81970263812306,6600.0,Max High Vol
2020-08-31,8010.746216815556,-9.972399950463693,17.805091423758178,6800.0,Max High Vol
2020-09-07,8244.568095850633,2.9188526599963343,17.77954422643761,7000.0,Max High Vol
2020-09-14,8935.321266042652,8.37828206597827,24.101684250592395,7200.0,Max High Vol
2020-09-21,9002.167246210101,0.7481094207713276,21.650908732568936,7400.0,Max High Vol
2020-09-28,9113.871750965583,1.24086235792286,19.919365144283994,7600.0,Max High Vol
2020-10-05,9924.27613960005,8.891988068063462,27.234309482051916,7800.0,Max High Vol
2020-10-12,10210.735338329363,2.8864492956446264,27.634191729117035,8000.0,Max High Vol
2020-10-19,11787.015851513283,15.437482815432798,43.74409575016198,8200.0,Max High Vol
2020-10-26,12625.551841510092,7.114065176124742,50.30418858940586,8400.0,Max High Vol
2020-11-02,14427.016407944115,14.268402593787584,67.75600474353621,8600.0,Max High Vol
2020-11-09,15070.669354237312,4.461441840038218,71.25760629815127,8800.0,Max High Vol
2020-11-16,17551.176739461152,16.459171964557857,95.01307488290169,9000.0,Max High Vol
2020-11-23,17567.240447687916,0.09152496419597432,90.94826573573822,9200.0,Max High Vol
2020-11-30,18895.677946005428,7.562015800224055,101.01785048941944,9400.0,Max High Vol
2020-12-07,18897.64986175299,0.010435803114329406,96.85051939326031,9600.0,Max High Vol
2020-12-14,23377.140666364223,23.703957039003495,138.5422516975941,9800.0,Max High Vol
